Year,Category,Film,FilmId,Winner,Nominees,Song
1938,Best Cinematography,Jezebel,tt0030287,,Ernest Haller,
1938,Best Cinematography,Mad about Music,tt0030395,,Joseph Valentine,
1938,Best Cinematography,Merrily We Live,tt0030442,,Norbert Brodine,
1938,Best Cinematography,Suez,tt0030811,,Peverell Marley,
1938,Best Cinematography,Vivacious Lady,tt0030944,,Robert de Grasse,
1938,Best Cinematography,You Can't Take It with You,tt0030993,,Joseph Walker,
1938,Best Cinematography,The Young in Heart,tt0031002,,Leon Shamroy,
1938,Best Director,Angels with Dirty Faces,tt0029870,,Michael Curtiz,
1938,Best Director,Boys Town,tt0029942,,Norman Taurog,
1938,Best Director,The Citadel,tt0029995,,King Vidor,
1938,Best Director,Four Daughters,tt0030149,,Michael Curtiz,
1938,Best Director,You Can't Take It with You,tt0030993,TRUE,Frank Capra,
1938,Best Film Editing,The Adventures of Robin Hood,tt0029843,TRUE,Ralph Dawson,
1938,Best Film Editing,Alexander's Ragtime Band,tt0029852,,Barbara McLean,
1938,Best Film Editing,The Great Waltz,tt0030202,,Tom Held,
1938,Best Film Editing,Test Pilot,tt0030848,,Tom Held,
1938,Best Film Editing,You Can't Take It with You,tt0030993,,Gene Havlick,
1938,Best Leading Actor,Algiers,tt0029855,,Charles Boyer,Pepe Le Moko
1938,Best Leading Actor,Angels with Dirty Faces,tt0029870,,James Cagney,Rocky Sullivan
1938,Best Leading Actor,The Citadel,tt0029995,,Robert Donat,Andrew Mason
1938,Best Leading Actor,Pygmalion,tt0030637,,Leslie Howard,Professor Henry Higgins
1938,Best Leading Actor,Boys Town,tt0029942,TRUE,Spencer Tracy,Father Flanagan
1938,Best Leading Actress,White Banners,tt0030973,,Fay Bainter,Hannah
1938,Best Leading Actress,Jezebel,tt0030287,TRUE,Bette Davis,Julie Morrison
1938,Best Leading Actress,Pygmalion,tt0030637,,Wendy Hiller,Eliza Doolittle
1938,Best Leading Actress,Marie Antoinette,tt0030418,,Norma Shearer,Marie Antoinette
1938,Best Leading Actress,Three Comrades,tt0030865,,Margaret Sullavan,Pat Hollmann
1938,Best Original Score,The Adventures of Robin Hood,tt0029843,TRUE,Erich Wolfgang Korngold,
1938,Best Original Score,Army Girl,tt0029880,,Victor Young,
1938,Best Original Score,Block-Heads,tt0029923,,Marvin Hatley,
1938,Best Original Score,Blockade,tt0029924,,Werner Janssen,
1938,Best Original Score,Breaking the Ice,tt0029945,,Victor Young,
1938,Best Original Score,The Cowboy and the Lady,tt0030018,,Alfred Newman,
1938,Best Original Score,If I Were King,tt0030265,,Richard Hageman,
1938,Best Original Score,Marie Antoinette,tt0030418,,Herbert Stothart,
1938,Best Original Score,Pacific Liner,tt0031774,,Russell Bennett,
1938,Best Original Score,Suez,tt0030811,,Louis Silvers,
1938,Best Original Score,The Young in Heart,tt0031002,,Franz Waxman,
1938,Best Original Screenplay,Alexander's Ragtime Band,tt0029852,,Irving Berlin,
1938,Best Original Screenplay,Angels with Dirty Faces,tt0029870,,Rowland Brown,
1938,Best Original Screenplay,Blockade,tt0029924,,John Howard Lawson,
1938,Best Original Screenplay,Boys Town,tt0029942,TRUE,"Dore Schary, Eleanore Griffin",
1938,Best Original Screenplay,Mad about Music,tt0030395,,"Marcella Burke, Frederick Kohner",
1938,Best Original Screenplay,Test Pilot,tt0030848,,Frank Wead,
1938,Best Original Song,Mannequin,tt0030413,,Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,Always And Always
1938,Best Original Song,Carefree,tt0029971,,Music and Lyrics by Irving Berlin,Change Partners
1938,Best Original Song,The Cowboy and the Lady,tt0030018,,Music by Lionel Newman; Lyrics by Arthur Quenzer,The Cowboy And The Lady
1938,Best Original Song,Under Western Stars,tt0030910,,Music and Lyrics by Johnny Marvin,Dust
1938,Best Original Song,Going Places,tt0030190,,Music by Harry Warren; Lyrics by Johnny Mercer,Jeepers Creepers
1938,Best Original Song,Merrily We Live,tt0030442,,Music by Phil Charig; Lyrics by Arthur Quenzer,Merrily We Live
1938,Best Original Song,The Lady Objects,tt0030340,,Music by Ben Oakland; Lyrics by Oscar Hammerstein II,A Mist Over The Moon
1938,Best Original Song,That Certain Age,tt0030854,,Music by Jimmy McHugh; Lyrics by Harold Adamson,My Own
1938,Best Original Song,Alexander's Ragtime Band,tt0029852,,Music and Lyrics by Irving Berlin,Now It Can Be Told
1938,Best Original Song,The Big Broadcast of 1938,tt0029912,TRUE,Music by Ralph Rainger; Lyrics by Leo Robin,Thanks For The Memory
1938,Best Picture,The Adventures of Robin Hood,tt0029843,,Warner Bros.-First National,
1938,Best Picture,Alexander's Ragtime Band,tt0029852,,20th Century-Fox,
1938,Best Picture,Boys Town,tt0029942,,Metro-Goldwyn-Mayer,
1938,Best Picture,The Citadel,tt0029995,,Metro-Goldwyn-Mayer,
1938,Best Picture,Four Daughters,tt0030149,,Warner Bros.-First National,
1938,Best Picture,Grand Illusion,tt0028950,,Realization D'Art Cinematographique,
1938,Best Picture,Jezebel,tt0030287,,Warner Bros.,
1938,Best Picture,Pygmalion,tt0030637,,Metro-Goldwyn-Mayer,
1938,Best Picture,Test Pilot,tt0030848,,Metro-Goldwyn-Mayer,
1938,Best Picture,You Can't Take It with You,tt0030993,TRUE,Columbia,
1938,Best Production Design,The Adventures of Robin Hood,tt0029843,TRUE,Carl J. Weyl,
1938,Best Production Design,The Adventures of Tom Sawyer,tt0029844,,Lyle Wheeler,
1938,Best Production Design,Alexander's Ragtime Band,tt0029852,,"Bernard Herzbrun, Boris Leven",
1938,Best Production Design,Algiers,tt0029855,,Alexander Toluboff,
1938,Best Production Design,Carefree,tt0029971,,Van Nest Polglase,
1938,Best Production Design,The Goldwyn Follies,tt0030194,,Richard Day,
1938,Best Production Design,Holiday,tt0030241,,"Stephen Goosson, Lionel Banks",
1938,Best Production Design,If I Were King,tt0030265,,"Hans Dreier, John Goodman",
1938,Best Production Design,Mad about Music,tt0030395,,Jack Otterson,
1938,Best Production Design,Marie Antoinette,tt0030418,,Cedric Gibbons,
1938,Best Production Design,Merrily We Live,tt0030442,,Charles D. Hall,
1938,Best Short Film,Brave Little Tailor,tt0029943,,"Walt Disney, Producer",
1938,Best Short Film,Ferdinand the Bull,tt0030128,TRUE,"Walt Disney, Producer",
1938,Best Short Film,Good Scouts,tt0030196,,"Walt Disney, Producer",
1938,Best Short Film,Hunky and Spunky,tt0030250,,Paramount,
1938,Best Short Film,Mother Goose Goes Hollywood,tt0030465,,"Walt Disney, Producer",
1938,Best Short Film,The Great Heart,tt0030201,,Metro-Goldwyn-Mayer,
1938,Best Short Film,That Mothers Might Live,tt0030855,TRUE,Metro-Goldwyn-Mayer,
1938,Best Short Film,Timber Toppers,tt0030872,,20th Century-Fox,
1938,Best Short Film,Declaration of Independence,tt0030046,TRUE,Warner Bros.,
1938,Best Short Film,Swingtime in the Movies,tt0030823,,Warner Bros.,
1938,Best Short Film,They're Always Caught,tt0030860,,Metro-Goldwyn-Mayer,
1938,Best Sound,Army Girl,tt0029880,,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",
1938,Best Sound,The Cowboy and the Lady,tt0030018,TRUE,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",
1938,Best Sound,Four Daughters,tt0030149,,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",
1938,Best Sound,If I Were King,tt0030265,,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",
1938,Best Sound,Merrily We Live,tt0030442,,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",
1938,Best Sound,Suez,tt0030811,,"20th Century-Fox Studio Sound Department, Edmund H. Hansen, Sound Director",
1938,Best Sound,Sweethearts,tt0030817,,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",
1938,Best Sound,That Certain Age,tt0030854,,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",
1938,Best Sound,Vivacious Lady,tt0030944,,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",
1938,Best Sound,You Can't Take It with You,tt0030993,,"Columbia Studio Sound Department, John Livadary, Sound Director",
1938,Best Supporting Actor,Kentucky,tt0030317,TRUE,Walter Brennan,Peter Goodwin
1938,Best Supporting Actor,Four Daughters,tt0030149,,John Garfield,Mickey Borden
1938,Best Supporting Actor,Algiers,tt0029855,,Gene Lockhart,Regis
1938,Best Supporting Actor,Marie Antoinette,tt0030418,,Robert Morley,King Louis XVI
1938,Best Supporting Actor,If I Were King,tt0030265,,Basil Rathbone,Louis XI
1938,Best Supporting Actress,Jezebel,tt0030287,TRUE,Fay Bainter,Aunt Belle Massey
1938,Best Supporting Actress,Of Human Hearts,tt0030517,,Beulah Bondi,Mary Wilkins
1938,Best Supporting Actress,Merrily We Live,tt0030442,,Billie Burke,Mrs. Emily Kilbourne
1938,Best Supporting Actress,You Can't Take It with You,tt0030993,,Spring Byington,Penny Sycamore
1938,Best Supporting Actress,The Great Waltz,tt0030202,,Miliza Korjus,Carla Donner
1939,Best Adapted Screenplay,Gone with the Wind,tt0031381,TRUE,Sidney Howard,
1939,Best Adapted Screenplay,"Goodbye, Mr. Chips",tt0031385,,"R. C. Sherriff, Claudine West, Eric Maschwitz",
1939,Best Adapted Screenplay,Mr. Smith Goes to Washington,tt0031679,,Sidney Buchman,
1939,Best Adapted Screenplay,Ninotchka,tt0031725,,"Charles Brackett, Billy Wilder, Walter Reisch",
1939,Best Adapted Screenplay,Wuthering Heights,tt0032145,,"Charles MacArthur, Ben Hecht",
1939,Best Cinematography,Stagecoach,tt0031971,,Bert Glennon,
1939,Best Cinematography,Wuthering Heights,tt0032145,TRUE,Gregg Toland,
1939,Best Cinematography,Gone with the Wind,tt0031381,TRUE,"Ernest Haller, Ray Rennahan",
1939,Best Cinematography,The Private Lives of Elizabeth and Essex,tt0031826,,"Sol Polito, W. Howard Greene",
1939,Best Director,Gone with the Wind,tt0031381,TRUE,Victor Fleming,
1939,Best Director,"Goodbye, Mr. Chips",tt0031385,,Sam Wood,
1939,Best Director,Mr. Smith Goes to Washington,tt0031679,,Frank Capra,
1939,Best Director,Stagecoach,tt0031971,,John Ford,
1939,Best Director,Wuthering Heights,tt0032145,,William Wyler,
1939,Best Film Editing,Gone with the Wind,tt0031381,TRUE,"Hal C. Kern, James E. Newcom",
1939,Best Film Editing,"Goodbye, Mr. Chips",tt0031385,,Charles Frend,
1939,Best Film Editing,Mr. Smith Goes to Washington,tt0031679,,"Gene Havlick, Al Clark",
1939,Best Film Editing,The Rains Came,tt0031835,,Barbara McLean,
1939,Best Film Editing,Stagecoach,tt0031971,,"Otho Lovering, Dorothy Spencer",
1939,Best Leading Actor,"Goodbye, Mr. Chips",tt0031385,TRUE,Robert Donat,Mr. Chips
1939,Best Leading Actor,Gone with the Wind,tt0031381,,Clark Gable,Rhett Butler
1939,Best Leading Actor,Wuthering Heights,tt0032145,,Laurence Olivier,Heathcliff
1939,Best Leading Actor,Babes in Arms,tt0031066,,Mickey Rooney,Mickey Moran
1939,Best Leading Actor,Mr. Smith Goes to Washington,tt0031679,,James Stewart,Jefferson Smith
1939,Best Leading Actress,Dark Victory,tt0031210,,Bette Davis,Judith Traherne
1939,Best Leading Actress,Love Affair,tt0031593,,Irene Dunne,Terry McKay
1939,Best Leading Actress,Ninotchka,tt0031725,,Greta Garbo,Lena Yakushova (Ninotchka)
1939,Best Leading Actress,"Goodbye, Mr. Chips",tt0031385,,Greer Garson,Katherine Chipping
1939,Best Leading Actress,Gone with the Wind,tt0031381,TRUE,Vivien Leigh,Scarlett O'Hara
1939,Best Original Score,Dark Victory,tt0031210,,Max Steiner,
1939,Best Original Score,Eternally Yours,tt0031282,,Werner Janssen,
1939,Best Original Score,Golden Boy,tt0031377,,Victor Young,
1939,Best Original Score,Gone with the Wind,tt0031381,,Max Steiner,
1939,Best Original Score,Gulliver's Travels,tt0031397,,Victor Young,
1939,Best Original Score,The Man in the Iron Mask,tt0031619,,"Lud Gluskin, Lucien Moraweck",
1939,Best Original Score,Man of Conquest,tt0031620,,Victor Young,
1939,Best Original Score,Nurse Edith Cavell,tt0031737,,Anthony Collins,
1939,Best Original Score,Of Mice and Men,tt0031742,,Aaron Copland,
1939,Best Original Score,The Rains Came,tt0031835,,Alfred Newman,
1939,Best Original Score,The Wizard of Oz,tt0032138,TRUE,Herbert Stothart,
1939,Best Original Score,Wuthering Heights,tt0032145,,Alfred Newman,
1939,Best Original Screenplay,Bachelor Mother,tt0031067,,Felix Jackson,
1939,Best Original Screenplay,Love Affair,tt0031593,,"Mildred Cram, Leo McCarey",
1939,Best Original Screenplay,Mr. Smith Goes to Washington,tt0031679,TRUE,Lewis R. Foster,
1939,Best Original Screenplay,Ninotchka,tt0031725,,Melchior Lengyel,
1939,Best Original Screenplay,Young Mr. Lincoln,tt0032155,,Lamar Trotti,
1939,Best Original Song,Gulliver's Travels,tt0031397,,Music by Ralph Rainger; Lyrics by Leo Robin,Faithful Forever
1939,Best Original Song,Second Fiddle,tt0031907,,Music and Lyrics by Irving Berlin,I Poured My Heart Into A Song
1939,Best Original Song,The Wizard of Oz,tt0032138,TRUE,Music by Harold Arlen; Lyrics by E. Y. Harburg,Over The Rainbow
1939,Best Original Song,Love Affair,tt0031593,,Music and Lyrics by Buddy de Sylva,Wishing
1939,Best Picture,Dark Victory,tt0031210,,Warner Bros.-First National,
1939,Best Picture,Gone with the Wind,tt0031381,TRUE,Selznick International Pictures,
1939,Best Picture,"Goodbye, Mr. Chips",tt0031385,,Metro-Goldwyn-Mayer,
1939,Best Picture,Love Affair,tt0031593,,RKO Radio,
1939,Best Picture,Mr. Smith Goes to Washington,tt0031679,,Columbia,
1939,Best Picture,Ninotchka,tt0031725,,Metro-Goldwyn-Mayer,
1939,Best Picture,Of Mice and Men,tt0031742,,Hal Roach (production company),
1939,Best Picture,Stagecoach,tt0031971,,Walter Wanger (production company),
1939,Best Picture,The Wizard of Oz,tt0032138,,Metro-Goldwyn-Mayer,
1939,Best Picture,Wuthering Heights,tt0032145,,Samuel Goldwyn Productions,
1939,Best Production Design,Beau Geste,tt0031088,,"Hans Dreier, Robert Odell",
1939,Best Production Design,Captain Fury,tt0031137,,Charles D. Hall,
1939,Best Production Design,First Love,tt0031311,,"Jack Otterson, Martin Obzina",
1939,Best Production Design,Gone with the Wind,tt0031381,TRUE,Lyle Wheeler,
1939,Best Production Design,Love Affair,tt0031593,,"Van Nest Polglase, Al Herman",
1939,Best Production Design,Man of Conquest,tt0031620,,John Victor Mackay,
1939,Best Production Design,Mr. Smith Goes to Washington,tt0031679,,Lionel Banks,
1939,Best Production Design,The Private Lives of Elizabeth and Essex,tt0031826,,Anton Grot,
1939,Best Production Design,The Rains Came,tt0031835,,"William Darling, George Dudley",
1939,Best Production Design,Stagecoach,tt0031971,,Alexander Toluboff,
1939,Best Production Design,The Wizard of Oz,tt0032138,,"Cedric Gibbons, William A. Horning",
1939,Best Production Design,Wuthering Heights,tt0032145,,James Basevi,
1939,Best Short Film,Detouring America,tt0031227,,Warner Bros.,
1939,Best Short Film,Peace on Earth,tt0031790,,Metro-Goldwyn-Mayer,
1939,Best Short Film,The Pointer,tt0031803,,"Walt Disney, Producer",
1939,Best Short Film,The Ugly Duckling,tt0032071,TRUE,"Walt Disney, Producer",
1939,Best Short Film,Busy Little Bears,tt0031128,TRUE,Paramount,
1939,Best Short Film,Information Please,tt0031484,,RKO Radio,
1939,Best Short Film,Prophet without Honor,tt0031827,,Metro-Goldwyn-Mayer,
1939,Best Short Film,Sword Fishing,tt0032000,,Warner Bros.,
1939,Best Short Film,Drunk Driving,tt0031253,,Metro-Goldwyn-Mayer,
1939,Best Short Film,Five Times Five,tt0031316,,RKO Radio,
1939,Best Short Film,Sons of Liberty,tt0031953,TRUE,Warner Bros.,
1939,Best Sound,Balalaika,tt0031074,,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",
1939,Best Sound,Gone with the Wind,tt0031381,,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",
1939,Best Sound,"Goodbye, Mr. Chips",tt0031385,,"Denham Studio Sound Department, A. W. Watkins, Sound Director",
1939,Best Sound,The Great Victor Herbert,tt0031393,,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",
1939,Best Sound,The Hunchback of Notre Dame,tt0031455,,"RKO Radio Studio Sound Department, John Aalberg, Sound Director",
1939,Best Sound,Man of Conquest,tt0031620,,"Republic Studio Sound Department, Charles L. Lootens, Sound Director",
1939,Best Sound,Mr. Smith Goes to Washington,tt0031679,,"Columbia Studio Sound Department, John Livadary, Sound Director",
1939,Best Sound,Of Mice and Men,tt0031742,,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",
1939,Best Sound,The Private Lives of Elizabeth and Essex,tt0031826,,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",
1939,Best Sound,The Rains Came,tt0031835,,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",
1939,Best Sound,When Tomorrow Comes,tt0032124,TRUE,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",
1939,Best Supporting Actor,Juarez,tt0031516,,Brian Aherne,Emperor Maximilian von Habsburg
1939,Best Supporting Actor,Mr. Smith Goes to Washington,tt0031679,,Harry Carey,President of the Senate
1939,Best Supporting Actor,Beau Geste,tt0031088,,Brian Donlevy,Sergeant Markoff
1939,Best Supporting Actor,Stagecoach,tt0031971,TRUE,Thomas Mitchell,Dr. Josiah Boone
1939,Best Supporting Actor,Mr. Smith Goes to Washington,tt0031679,,Claude Rains,Senator Joseph Paine
1939,Best Supporting Actress,Gone with the Wind,tt0031381,,Olivia de Havilland,Melanie Hamilton
1939,Best Supporting Actress,Wuthering Heights,tt0032145,,Geraldine Fitzgerald,Isabella
1939,Best Supporting Actress,Gone with the Wind,tt0031381,TRUE,Hattie McDaniel,Mammy
1939,Best Supporting Actress,Drums along the Mohawk,tt0031252,,Edna May Oliver,Sarah McKlennar
1939,Best Supporting Actress,Love Affair,tt0031593,,Maria Ouspenskaya,"Grandmother, Mme. Marnay"
1939,Best Visual Effects,Gone with the Wind,tt0031381,,"John R. Cosgrove, Fred Albin, Arthur Johns",
1939,Best Visual Effects,Only Angels Have Wings,tt0031762,,"Roy Davidson, Edwin C. Hahn",
1939,Best Visual Effects,The Private Lives of Elizabeth and Essex,tt0031826,,"Byron Haskin, Nathan Levinson",
1939,Best Visual Effects,The Rains Came,tt0031835,TRUE,"Fred Sersen, E. H. Hansen",
1939,Best Visual Effects,Topper Takes a Trip,tt0032043,,Roy Seawright,
1939,Best Visual Effects,Union Pacific,tt0032080,,"Farciot Edouart, Gordon Jennings, Loren Ryder",
1939,Best Visual Effects,The Wizard of Oz,tt0032138,,"A. Arnold Gillespie, Douglas Shearer",
1940,Best Adapted Screenplay,The Grapes of Wrath,tt0032551,,Nunnally Johnson,
1940,Best Adapted Screenplay,Kitty Foyle,tt0032671,,Dalton Trumbo,
1940,Best Adapted Screenplay,The Long Voyage Home,tt0032728,,Dudley Nichols,
1940,Best Adapted Screenplay,The Philadelphia Story,tt0032904,TRUE,Donald Ogden Stewart,
1940,Best Adapted Screenplay,Rebecca,tt0032976,,"Robert E. Sherwood, Joan Harrison",
1940,Best Cinematography,Abe Lincoln in Illinois,tt0032181,,James Wong Howe,
1940,Best Cinematography,"All This, and Heaven Too",tt0032194,,Ernest Haller,
1940,Best Cinematography,"Arise, My Love",tt0032220,,"Charles B. Lang, Jr.",
